Object_ID;class;height_cm;weight_kg;body fat_%;diastolic;systolic;gripforce;sit and bend forward_cm;sit-ups counts;broad jump_cm;age;gender
998;Poor-D;173.5;70.7;18.6;79;140;56.3;14.7;30;229;30;1
999;Poor-D;174.8;74.5;21.7;83;117;43.1;2.9;40;178;49;1
1000;Poor-D;164.9;53;20.3;62;102;29.3;6.7;29;136;29;0
1001;Excellent-A;169.5;69.1;17.2;72;136;44.9;16;47;236;39;1
1002;Poor-D;159.6;65.9;33.8;78;128;27.2;15.7;41;174;21;0
1003;Poor-D;166.2;55.2;29.2;72;123;17.2;2.9;28;123;24;0
1004;Common-C;174.2;68.2;19.4;83;141;41.9;15.3;48;213;23;1
1005;Good-B;183.4;89.9;20.6;71;138;66;21;53;235;31;1
1006;Poor-D;165.5;74.7;26.3;74;127;34.9;14.4;24;171;51;1
1007;Poor-D;182.5;94.4;27.8;72;157;53.4;12.6;38;167;30;1
1008;Common-C;182.1;100.3;24.61084;92;157;57.2;12.9;54;204;29;1
1009;Poor-D;179.2;86.6;23.8;63;124;43.5;8.3;36;198;27;1
1010;Poor-D;174.5;74.4;24.3;94;154;39.3;22.5;56;224;34;1
1011;Excellent-A;171.7;60.8;19;68;122;37.4;16.4;53;194;46;1
1012;Good-B;172.2;66.9;17.6;86;128;46.2;14.9;39;224;37;1
1013;Good-B;175.9;71.3;23.4;85;134;47.3;12.8;46;221;36;1
1014;Excellent-A;164.5;54.02;24.7;72;142;24.7;22.6;45;176;21;0
1015;Excellent-A;169.3;72;20.2;96;146;41.9;21.2;44;197;59;1
1016;Common-C;185.6;92.1;22.8;86;135;50.7;11.3;39;210;53;1
1017;Poor-D;159.5;54.68;32.3;71;126;26.4;-3.4;0;127;61;0
1018;Common-C;152.4;51.2;30.5;96;136;21.7;14.4;17;129;61;0
1019;Excellent-A;161.5;48.3;21.8;72;100;31.6;26;32;186;35;0
1020;Poor-D;178.8;84.9;24.3;69;136;41.8;-2.8;40;160;31;1
1021;Common-C;178.1;74.7;22.2;78;133;38.6;8.4;37;217;36;1
1022;Poor-D;163.7;51.4;21.5;63;103;22.6;7.8;41;158;28;0
1023;Common-C;168.4;71;22.3;70;120;35.2;8.5;61;213;21;1
1024;Common-C;150.3;54.5;29.3;64;122;27.5;26;26;150;29;0
1025;Excellent-A;170.6;68.1;28.9;87;120;33.4;22.9;42;201;22;0
1026;Common-C;168.6;73.9;23.4;83;133;38.7;16.3;47;209;22;1
1027;Common-C;172;60;19.5;70;120;20.6;15;25;170;56;0
1028;Common-C;171.4;67;23.1;81;117;38;12.3;54;184;21;1
1029;Common-C;178.2;69.9;22.4;68;123;41.8;7.6;48;203;36;1
1030;Good-B;170.4;63.3;13.1;97;137;40.4;13.3;48;233;22;1
1031;Common-C;166;66.4;24.5;83;123;32.6;3.1;22;174;61;1
1032;Excellent-A;174;64.9;16.5;92;129;44.6;15.5;52;226;27;1
1033;Common-C;168.1;62.5;25.5;72;137;26.4;24.8;23;164;41;0
1034;Excellent-A;170.1;68.68;22;73;115;38.3;15.3;51;219;36;1
1035;Poor-D;170.7;90.5;36.2;82;133;45.1;11.4;33;188;32;1
1036;Common-C;169;64.4;32.5;69;117;25.9;20.1;16;145;54;0
1037;Common-C;177;73.52;15.7;84;134;51.8;19.7;46;230;23;1
1038;Common-C;176.5;80.66;16.5;63;124;48.6;7.5;51;240;27;1
1039;Excellent-A;172;74.3;16.6;68;132;39.9;16.3;68;240;21;1
1040;Common-C;161.3;68.2;23.3;89;153;39.6;15.9;21;182;60;1
1041;Good-B;178.6;98.3;31.7;79;129;52.4;17;43;209;36;1
1042;Excellent-A;181.3;79.2;22.4;87;131;49.2;15.5;47;253;41;1
1043;Poor-D;152.4;62.4;34.8;66;117;21.4;10.5;2;160;47;0
1044;Poor-D;169.3;76;23.5;83;121;25.1;17;51;210;22;1
1045;Excellent-A;172.6;88.4;23.1;84;134;58.3;21.5;51;234;31;1
1046;Common-C;170.4;61.1;21.9;63;97;29.3;12.6;33;166;30;0
1047;Poor-D;159.1;52.9;32.5;76;123;21.9;8;21;140;46;0
1048;Good-B;169.3;65.4;20.4;71;115;38;21.5;50;246;24;1
1049;Common-C;160.7;74.1;31.8;90;154;23.3;16.7;26;154;52;0
1050;Good-B;150.7;55;33.3;85;158;23.9;32.9;24;149;61;0
1051;Common-C;178.6;83.5;20.3;83;139;47.8;18.1;57;229;22;1
1052;Good-B;158.2;64.3;33.6;64;109;27.6;22.1;30;137;36;0
1053;Common-C;171.5;78.2;24;80;120;42.8;8.5;33;193;54;1
1054;Good-B;177;87.5;23.8;80;135;61.8;15.7;56;238;21;1
1055;Excellent-A;172.7;70.56;20.8;61;157;42.9;23.3;40;186;58;1
1056;Poor-D;163.4;75.9;34.2;91;120;29.6;16.2;15;161;60;1
1057;Excellent-A;168.5;56.2;22;88;127;27.9;23.4;46;189;28;0
1058;Excellent-A;178.4;77.9;27.5;86;139;48.5;17;52;231;28;1
1059;Poor-D;176;80.9;31.7;95;154;38.4;3.5;46;221;36;1
1060;Poor-D;167;69.7;29.4;94;148;45;5.5;36;205;31;1
1061;Common-C;169.9;73.8;23.1;92;152;45;4.6;23;162;64;1
1062;Poor-D;170.7;89.7;34.3;85;141;38.4;4.2;42;187;24;1
1063;Common-C;180.7;71.8;18.8;60;109;40.6;11.3;46;249;22;1
1064;Excellent-A;156.4;59.5;30.2;80;140;32.3;21.3;20;153;58;0
1065;Common-C;153.6;45.3;28.9;71;121;24.6;12.9;24;106;23;0
1066;Common-C;176.2;83.9;19.4;82;150;43.8;13.1;53;218;30;1
1067;Excellent-A;173.3;69.3;21.9;88;140;44.3;15.5;45;208;46;1
1068;Poor-D;171.9;64.8;25.9;73;130;43.2;1.9;23;198;46;1
1069;Common-C;175.4;71.2;20.2;96;149;40;10.4;27;186;61;1
1070;Excellent-A;182;78;9.8;57;119;42.8;26.1;52;221;28;1
1071;Good-B;171;71.8;33.2;90;149;30.3;27.3;35;174;29;0
1072;Excellent-A;155.6;55.9;31.4;72;126;29.6;25.1;56;168;24;0
1073;Poor-D;170.6;60.02;17.1;68;115;44.3;9.5;47;191;25;1
1074;Good-B;174.6;70.3;13.3;82;112;38.1;12.6;56;213;23;1
1075;Excellent-A;172.3;71.7;18.9;87;137;44.3;21;42;201;56;1
1076;Common-C;163.8;63.2;31.3;71;131;20.7;20.9;26;162;35;0
1077;Poor-D;179.1;102.2;30.5;83;130;40.1;-6.5;14;162;50;1
1078;Good-B;171;72.3;23;73;140;43.5;9;32;161;62;1
1079;Excellent-A;167.4;64.62;32.1;64;116;29.5;20.7;42;187;21;0
1080;Excellent-A;158.1;56.3;27;74;122;30.3;20.6;42;191;21;0
1081;Good-B;178.2;75.7;17.2;84;138;42;16.4;57;226;22;1
1082;Common-C;148.7;38.1;22.8;83;123;19.7;19.6;31;165;37;0
1083;Poor-D;169.7;75.2;23;50;118;38.8;14;53;227;29;1
1084;Common-C;164;53;22;80;120;21.4;10.3;32;155;27;0
1085;Excellent-A;168.6;55;19.8;73;126;30.3;20.1;38;178;25;0
1086;Poor-D;178.1;82.3;24.8;83;131;49.7;-3.8;44;219;39;1
1087;Poor-D;174;93.5;37.8;93;136;42;-2.8;31;165;33;1
1088;Common-C;168.6;65.3;21.3;86;131;40;9.3;30;195;53;1
1089;Common-C;157.6;57.3;26.4;62;111;27.3;15.9;39;142;23;0
1090;Poor-D;166.3;72.8;25.9;64;103;41.2;2.5;22;171;63;1
1091;Poor-D;171.5;83.5;22.9;66;131;46.1;-10.8;46;204;22;1
1092;Common-C;180;73.4;20.1;67;120;42.1;6.7;54;232;21;1
1093;Poor-D;166.8;71.3;25.4;92;142;39.4;15.7;20;187;52;1
1094;Common-C;173.4;69.8;21.7;90;152;35.2;6.3;32;156;53;1
1095;Poor-D;176.5;66.6;21.7;78;122;30.6;-13.5;44;188;23;1
1096;Good-B;164.4;57.9;34.9;88;145;25.1;16.1;23;135;56;0
1097;Poor-D;170.8;84.4;31.4;96;151;42.4;-1.1;30;206;34;1
1098;Poor-D;168.1;67.2;18.7;77;102;37;3.8;27;186;58;1
1099;Common-C;175;79.1;20.2;86;131;44.3;5.3;42;190;45;1
1100;Poor-D;168;77.6;36.9;84;131;26.8;15.2;29;156;33;0
1101;Excellent-A;152.6;47.6;20.9;63;111;23.2;28.6;46;168;22;0
1102;Excellent-A;172.6;65.2;19.6;99;158;38.4;22.3;42;162;60;1
1103;Poor-D;155.6;59;28.8;87;158;34.1;-0.5;41;171;64;1
1104;Excellent-A;156.4;54.3;27.5;74;100;32.1;19.5;43;154;55;0
1105;Excellent-A;171.9;78.1;24.7;79;138;43.6;15.2;40;185;57;1
1106;Excellent-A;160.7;58.9;19.1;82;153;42.9;12.4;44;185;61;1
1107;Excellent-A;157.2;48.32;17.5;67;102;30;26.9;43;183;26;0
1108;Good-B;154.2;46.5;23.8;99;138;22.3;19;36;142;41;0
1109;Common-C;183.2;91.5;22.4;75;142;45.7;7;46;123;35;1
1110;Excellent-A;153.1;46.4;26.2;69;138;18.8;19.8;25;122;52;0
1111;Good-B;172.6;68.5;15.7;72;136;48.4;18.4;50;212;29;1
1112;Common-C;171.5;67.7;9.6;76;116;45.7;11.4;48;198;23;1
1113;Good-B;176.9;79.6;28.2;79;127;44.9;14.5;42;193;37;1
1114;Poor-D;163.2;55.7;28.5;82;137;25;2.6;30;161;24;0
1115;Excellent-A;167.9;77.1;27.9;90;154;40.9;12.7;43;203;61;1
1116;Good-B;158.3;54;23.5;70;108;24.4;21;33;147;49;0
1117;Common-C;174.3;74.9;19.8;87;131;56.2;6.5;48;217;28;1
1118;Good-B;171.6;67.16;11.8;63;117;45.3;12.3;46;236;38;1
1119;Common-C;148.5;55;32;58;105;19.9;14.2;15;108;60;0
1120;Poor-D;172.5;72.7;26.1;91;132;41.1;11.5;36;225;29;1
1121;Common-C;174;82.1;24;90;132;41.5;7;41;223;39;1
1122;Common-C;157;56.7;30.3;54;120;20.6;15.9;11;76;64;0
1123;Poor-D;177.7;76;23.8;72;150;48.2;4.2;47;192;22;1
1124;Poor-D;171.7;73.8;24.6;87;158;41.1;7.3;25;187;57;1
1125;Common-C;178.3;80.8;19.9;81;155;53.7;20.4;54;201;31;1
1126;Poor-D;180.4;73.9;26.2;99;149;31.9;5.2;53;157;21;1
1127;Common-C;178.5;79.1;23.3;99;159;46.3;18.38;34;213;36;1
1128;Good-B;153.2;53.3;22.1;77;138;30.5;17;40;180;29;0
1129;Excellent-A;159;49.5;15.8;93;144;25.1;23.4;44;154;38;0
1130;Good-B;160;69.2;39;100;130;33.9;21.4;18;111;61;0
1131;Common-C;171;67.9;15.5;82;141;32.6;9.8;42;230;22;1
1132;Good-B;177.3;74;19.9;82;133;39.4;12;30;210;56;1
1133;Common-C;166.1;67.2;35.8;79;131;24.3;16.3;25;164;23;0
1134;Poor-D;163.3;53.7;33;58;114;21.4;4.1;6;133;42;0
1135;Common-C;169.1;62.22;26.3;70;110;24.6;10.7;25;133;41;0
1136;Common-C;165.5;64.9;16.9;61;108;37.9;7.5;51;243;28;1
1137;Poor-D;178.1;89.7;27.5;81;114;35.9;-7.5;26;180;48;1
1138;Poor-D;162.4;47.8;24.43834;77;113;28;22.6;32;156;35;0
1139;Common-C;174;75;20.3;65;115;37.6;7.3;29;197;51;1
1140;Common-C;179.4;81.5;22.5;88;140;44.6;15;50;205;33;1
1141;Excellent-A;166.5;64.4;23.3;67;129;36.1;27.7;29;161;48;0
1142;Common-C;175.2;88.98;22.5;86;148;50;14.5;50;221;24;1
1143;Poor-D;160.7;77.2;38.4;75;127;29.4;22.7;32;140;31;0
1144;Good-B;167.4;75.4;31.7;88;132;49.5;11.2;56;212;26;1
1145;Poor-D;187.2;100.6;23.6;87;137;47.8;22;45;221;28;1
1146;Poor-D;174.2;84.3;30.8;83;131;46.3;0.4;55;184;27;1
1147;Excellent-A;172.5;63.7;6;65;115;40.3;15.6;62;226;28;1
1148;Excellent-A;156.4;48.7;27.8;65;91;19.9;21;37;160;21;0
1149;Poor-D;186.1;91;22.1;79;139;45.3;5.9;37;258;21;1
1150;Good-B;166;79.5;34;81;132;34.7;24.4;39;200;23;0
1151;Common-C;165.3;72.16;14.1;70;116;37.7;14.5;41;212;55;1
1152;Poor-D;177.4;88.3;22.6;91;147;48.1;3.5;44;205;54;1
1153;Poor-D;163.4;64.1;21.8;70;114;24.7;-6.2;15;125;64;1
1154;Good-B;170.8;68.2;15.5;53;102;38.6;22.9;57;280;26;1
1155;Poor-D;161.3;61;35.6;58;100;26.3;8.8;20;122;42;0
1156;Excellent-A;160.6;50.9;22.4;67;111;23.1;27.6;42;191;32;0
1157;Common-C;176.4;60.1;12.1;70;120;38;20.6;44;251;22;1
1158;Excellent-A;178.6;74;12.8;93;157;53.2;18.7;62;265;25;1
1159;Excellent-A;158.1;65.26;38.8;92;141;29.2;21;36;146;35;0
1160;Common-C;172.6;78.1;20.7;78;137;55.7;8.9;65;256;28;1
1161;Excellent-A;160.2;61.3;26.9;84;136;33.9;19.7;55;180;27;0
1162;Common-C;171.8;53.9;20.1;68;104;32.1;23.3;50;162;24;0
1163;Poor-D;163.3;49.2;13.9;66;107;29.3;5;32;235;21;1
1164;Good-B;165;60.9;15;88;150;41.2;18.9;34;189;54;1
1165;Poor-D;170.2;69.5;26.1;79;120;25;-10;42;190;32;1
1166;Good-B;154.4;52.1;31.6;78;129;25.6;17.2;21;117;53;0
1167;Good-B;162.9;62.1;22;78;132;41.3;13.2;38;219;41;1
1168;Poor-D;154.1;60.2;37.4;80;158;29.1;21.5;8;115;58;0
1169;Good-B;166.1;52.6;20.8;72;132;25.5;27.5;36;188;27;0
1170;Common-C;173.7;75.7;18.6;82;134;41.8;7.6;48;175;55;1
1171;Good-B;177.7;71.6;11.4;78;120;49.7;25.1;58;231;37;1
1172;Common-C;171.4;84.3;24.5;86;130;41.8;12.1;52;223;21;1
1173;Excellent-A;161.6;61.3;19.2;75;133;37.9;24.2;40;190;22;0
1174;Poor-D;158.8;50.8;34.7;75;120;20.4;21.7;16;156;38;0
1175;Poor-D;172.3;70.1;24.5;86;132;35.7;-5.5;33;197;44;1
1176;Common-C;171.5;62.2;15.9;87;149;47.1;5;49;207;51;1
1177;Excellent-A;160.7;60.8;32.3;66;108;26.6;23;38;157;41;0
1178;Common-C;170.7;64.4;9.485012;90;126;47.2;20.4;38;192;59;1
1179;Good-B;171.9;64.3;17.3;76;128;40.4;26.6;31;164;62;1
1180;Good-B;175.1;68.7;17.2;72;130;41.9;13.4;52;241;27;1
1181;Excellent-A;180.6;77.46;7.6;54;114;55.9;15.6;61;252;27;1
1182;Poor-D;169;81.2;28;73;125;29.1;3.2;50;243;21;1
1183;Excellent-A;164.3;36.5;19.3;74;127;45.7;16.9;52;224;44;1
1184;Excellent-A;165.3;68.6;32.1;75;104;24.6;22.6;17;110;60;0
1185;Poor-D;168.5;87.1;29.4;85;148;53.2;19;40;176;34;1
1186;Common-C;182.5;66.2;11;74;126;39.7;5;39;194;43;1
1187;Common-C;176.9;60.7;21.9;79;118;33.5;7.3;47;233;21;1
1188;Common-C;157.5;51;28.2;67;113;20.3;11.7;21;119;35;0
1189;Excellent-A;170;73.1;14.9;79;144;55.1;14.8;66;249;37;1
1190;Excellent-A;168.1;71.1;17.2;94;158;42.5;17.6;47;187;59;1
1191;Common-C;166.5;66.3;22.7;80;134;42;15.3;42;203;24;1
1192;Excellent-A;174.7;79;19;75;140;45.7;17.2;74;241;29;1
1193;Poor-D;179.4;119.6;32.6;87;146;50;-2.6;37;164;40;1
1194;Poor-D;175.1;75.3;29.4;79;133;36.2;-0.3;24;202;22;1
1195;Poor-D;155.9;53.5;31.2;67;114;22.6;-16.5;25;115;37;0
1196;Poor-D;174.5;71.2;16.6;72;129;34.1;2;32;135;60;1
1197;Good-B;175.3;82.1;17.5;75;136;51;18.2;47;211;25;1
1198;Poor-D;168.9;69.9;20.3;65;100;39.1;-10.7;40;233;33;1
1199;Poor-D;157.5;61.4;35.2;92;148;34.8;-3.4;10;160;64;1
1200;Excellent-A;178.2;70;15.8;94;157;36.2;19.1;45;219;37;1
1201;Good-B;171;67.8;28.3;79;107;33.4;23.4;44;152;32;0
1202;Excellent-A;176.9;76;11.7;76;119;52.3;27.5;68;250;24;1
1203;Good-B;161.7;61.5;27.5;77;117;30.6;24.9;37;190;24;0
1204;Common-C;184.9;72.4;18.2;88;137;34.9;17.7;43;250;21;1
1205;Good-B;165;63.86;35.3;76;129;29.4;23;40;161;22;0
1206;Excellent-A;178;70.5;11.9;80;120;57.5;26.2;65;250;26;1
1207;Good-B;158.9;59.4;32.9;64;101;24;16;17;120;60;0
1208;Common-C;174.3;66.9;15.1;69;133;40.6;7.6;51;238;22;1
1209;Common-C;175.2;72.8;21.3;92;132;38.2;9.5;55;223;28;1
1210;Poor-D;170.5;86.7;33.1;65;114;31.6;14.8;42;175;26;1
1211;Excellent-A;174.2;72.8;13.2;83;124;53.1;17;62;253;33;1
1212;Common-C;175.4;72.4;24.5;92;140;43.8;12;47;169;21;1
1213;Poor-D;172.6;50.2;13;64;115;38.1;6;35;200;21;1
1214;Common-C;176.9;69.5;20;77;123;37.3;13;41;188;42;1
1215;Common-C;161.7;56.7;25.8;65;123;27.5;19.4;24;172;23;0
1216;Good-B;167.9;65.2;22.5;60;121;34.2;25.4;29;204;29;0
1217;Good-B;183.1;70.8;12;91;156;45.7;16.7;44;235;35;1
1218;Good-B;168.3;66.5;13.9;59;115;47.9;11.8;70;231;27;1
1219;Excellent-A;176;71.6;16.1;75;117;44.1;15.4;42;212;47;1
1220;Good-B;158.7;53.1;25.5;74;120;24.3;17.4;19;133;62;0
1221;Common-C;166.9;56.3;24.6;101;195;35.5;15.8;23;161;63;1
1222;Excellent-A;179.1;87.3;30.3;96;145;53;15.1;54;226;25;1
1223;Excellent-A;172.4;63.9;18;79;141;30;25.3;51;181;27;0
1224;Excellent-A;171;69.4;9.2;57;111;52.2;17;54;238;36;1
1225;Good-B;167.1;62.3;30.3;81;140;25.2;21.1;38;146;21;0
1226;Poor-D;153.8;54;27.3;78;126;17.3;7;30;127;59;0
1227;Good-B;180.1;76.4;19.4;75;134;47;14.5;42;224;37;1
1228;Poor-D;159.1;58.4;29.5;74;116;26;17.2;31;167;28;0
1229;Poor-D;170;69.3;16.9;77;123;43;19;30;205;43;1
1230;Common-C;175.3;85.2;21;76;129;47.9;7.6;60;240;28;1
1231;Common-C;171.7;71.4;25.9;91;154;43.7;13.9;24;174;61;1
1232;Good-B;162.4;67.8;28.6;76;121;26;27.3;50;186;22;0
1233;Common-C;168;60.7;18.2;88;158;34.1;16.6;55;222;43;1
1234;Excellent-A;159.5;67.32;36;87;145;26.4;21.4;22;150;58;0
1235;Excellent-A;181.4;77.4;11.2;94;127;50;21.6;58;244;22;1
1236;Common-C;163.8;53.1;30.5;74;111;22.9;16.3;26;143;31;0
1237;Poor-D;177.5;84.2;28;91;150;36.2;9.6;38;185;44;1
1238;Excellent-A;166.1;62.6;25;75;117;30.7;24.4;50;180;23;0
1239;Excellent-A;173.8;63.1;8.2;86;134;43.5;18.3;63;273;21;1
1240;Excellent-A;151.3;48.4;24.3;87;153;23.1;24.4;19;146;62;0
1241;Excellent-A;153.8;59.4;29.9;71;111;28.4;25.9;46;187;24;0
1242;Common-C;175;73.6;15.8;75;143;51.5;14.9;39;246;29;1
1243;Common-C;173;72.6;22.8;65;126;46.6;14.9;33;210;46;1
1244;Good-B;161.6;59.1;32.7;67;108;24.1;21.4;35;183;21;0
1245;Common-C;178.1;67.3;20.9;79;131;47.6;23.1;34;196;39;1
1246;Good-B;165.6;60.4;27.1;80;124;28.7;21.4;29;166;43;0
1247;Good-B;179.7;67.98;14.8;91;132;43.9;17.6;50;240;22;1
1248;Common-C;180.8;85.9;23.4;94;142;51.4;21.1;50;221;39;1
1249;Common-C;167.6;59.6;19;57;115;50.2;17.7;38;218;25;1
1250;Poor-D;177.1;77.9;18.4;93;152;43;-5.1;42;239;26;1
1251;Good-B;173.3;59;10.4;90;142;44.2;13.9;51;242;30;1
1252;Common-C;152.4;50.5;31.1;89;158;24;14.1;10;119;56;0
1253;Poor-D;175;93.5;35.7;85;136;46.4;9.9;34;180;23;1
1254;Excellent-A;168.2;56.2;19.45304;94;153;29.7;32.7;37;193;22;0
1255;Common-C;174.9;76.3;23.2;95;133;42.7;11.9;31;211;47;1
1256;Poor-D;169.7;73.9;32.7;89;130;36;-2;15;165;53;1
1257;Good-B;177.2;85.28;16.8;87;136;53.5;15;54;222;32;1
1258;Good-B;161.4;51.9;19;82;130;23.9;26.2;22;163;48;0
1259;Poor-D;155.9;48.7;27.7;82;114;15.9;24.4;14;132;52;0
1260;Excellent-A;169.6;58.3;29;66;105;29.4;22.7;33;167;25;0
1261;Poor-D;164.1;63.1;30.9;68;110;19.8;1.6;13;144;52;0
1262;Poor-D;164.4;82.4;34.8;89;131;36.8;4;26;198;48;1
1263;Good-B;163.5;70.3;29.7;98;156;42;19.5;30;190;56;1
1264;Common-C;172.6;66.5;11.9;69;127;31.4;10.5;48;203;22;1
1265;Poor-D;149.8;55.3;38.4;77;115;14.5;-7.8;14;110;56;0
1266;Good-B;169.9;73.7;33.9;85;143;34.4;16.8;32;165;35;0
1267;Good-B;181;74.9;16.8;68;127;49.3;16.2;48;192;31;1
1268;Poor-D;181.2;70.1;23.8;63;125;41.7;13.4;40;220;25;1
1269;Poor-D;170.7;108.8;35.3;68;123;50.8;12.8;35;199;39;1
1270;Good-B;174.8;67.5;13.3;61;119;36.6;20.5;53;217;25;1
1271;Good-B;163;61.7;20;65;114;37;22.5;49;220;21;1
1272;Common-C;166.5;61.4;19.9;84;122;35.7;8.5;51;194;49;1
1273;Good-B;166.5;58.5;24;70;130;30;22.7;37;155;44;0
1274;Poor-D;166.9;56.1;32.7;70;101;23.5;-6.2;22;156;24;0
1275;Excellent-A;156.1;63.4;29.5;79;121;28.9;21.6;44;171;47;0
1276;Good-B;178.8;78.9;18;63;130;41.2;11.9;58;222;21;1
1277;Common-C;176;77.6;19.5;63;103;38.3;5.6;53;236;29;1
1278;Poor-D;155.4;66.1;38.5;77;129;21.2;16.3;55;135;21;0
1279;Poor-D;170.8;60.3;11.5;88;129;38.9;20.1;45;232;23;1
1280;Common-C;168.8;60.7;16;82;117;30.4;9.7;47;226;22;1
1281;Excellent-A;176.4;86;9.3;83;140;46.6;23.4;62;239;28;1
1282;Poor-D;159;62.7;28.4;92;145;37.4;8.5;21;175;57;1
1283;Excellent-A;169.6;59.4;22.4;82;141;26.6;21.6;43;171;26;0
1284;Common-C;174.2;77.1;18.3;93;146;44.6;11.2;33;218;39;1
1285;Excellent-A;159.9;45.7;24.1;66;107;26.2;23;50;178;25;0
1286;Common-C;173.3;61.7;16.4;73;143;31.2;6.4;53;203;21;1
1287;Excellent-A;163.3;51.34;30.5;75;133;22.1;22.9;24;139;51;0
1288;Poor-D;161;66;30.4;94;147;23.3;14;22;165;51;0
1289;Common-C;148;54;33.6;78;135;27.4;18.8;16;137;57;0
1290;Common-C;169.8;78.6;17.2;60;104;43.4;19.4;54;228;42;1
1291;Poor-D;171.2;64.1;21.9;85;142;44.6;4.9;55;223;31;1
1292;Poor-D;171.6;79.1;31.5;71;129;33.2;10;26;175;61;1
1293;Excellent-A;179.7;78.2;16.2;76;116;45.8;17.8;53;252;26;1
1294;Good-B;174.2;64.5;12.5;74;138;42;10.6;51;203;26;1
1295;Common-C;172;69.2;18.9;93;143;36.7;19.5;43;183;54;1
1296;Good-B;175.1;74.4;18.8;85;127;41.2;10.2;42;224;43;1
1297;Poor-D;171.4;57.5;24.9;97;140;24.7;8.6;22;160;24;0
1298;Good-B;165;61.6;19;78;121;37.6;17;38;173;58;1
1299;Common-C;163.7;59.6;33.3;85;132;24;13.7;24;142;39;0
1300;Excellent-A;162.8;57.9;33.6;69;148;25;20.1;44;177;25;0
1301;Excellent-A;171.5;73.2;17.4;72;134;38.7;28.3;53;252;32;1
1302;Excellent-A;158.5;51.3;25;73;118;25.3;26.5;43;157;29;0
1303;Excellent-A;155.3;48.3;26.5;97;147;23.4;23.3;33;146;37;0
1304;Excellent-A;160.6;57.2;24;56;107;30.4;30;45;185;21;0
1305;Poor-D;160;61.3;25.6;81;141;35.1;13;26;200;34;1
1306;Poor-D;178.5;73.2;17.1;66;112;42.5;0.2;62;198;21;1
1307;Common-C;170.3;76.92;23;98;151;43.8;9.5;55;236;23;1
1308;Excellent-A;163.7;56.8;30;82;137;30;27.5;50;194;47;0
1309;Common-C;175.4;76.9;22.1;94;139;41.4;15.9;52;220;38;1
1310;Poor-D;171.1;83;25.8;96;146;42.5;7.3;48;227;21;1
1311;Poor-D;151.1;47.8;29.9;65;109;18;2.8;2;120;61;0
1312;Common-C;168.8;74.8;24.5;80;120;37.6;7.2;50;192;26;1
1313;Poor-D;157;47.8;27.4;72;117;21;2.9;34;139;51;0
1314;Poor-D;175.9;66.1;21.1;81;121;32;1;28;181;29;1
1315;Poor-D;175;83.8;17.2;77;122;57.6;14.7;78;254;29;1
1316;Common-C;175.7;69.1;8.6;72;130;46.4;18.9;44;252;22;1
1317;Poor-D;180.2;77.6;16.5;72;118;51.9;8.1;30;190;43;1
1318;Common-C;171.8;65.6;19.7;97;131;35.4;14.8;32;189;54;1
1319;Good-B;177.8;89.7;21.4;96;150;53.9;22.1;53;228;36;1
1320;Good-B;181.9;95;16.9;85;141;49.2;24.9;62;228;39;1
1321;Poor-D;175.2;73.5;24.2;86;140;46.1;-3.9;39;220;37;1
1322;Good-B;172.2;93.4;30.9;94;143;54.8;17;46;222;34;1
1323;Common-C;170.7;71.6;24.5;86;128;32.2;13.7;45;193;36;1
1324;Poor-D;168.7;76.2;27.7;78;120;38;3.7;39;192;25;1
1325;Poor-D;166.3;53.9;28.1;60;117;21.8;-2.7;34;111;23;0
1326;Common-C;156.9;53.9;24.6;79;130;30.4;24.3;37;141;44;0
1327;Poor-D;177.3;88.48;35.6;76;130;36.3;6.4;18;183;53;1
1328;Excellent-A;163.6;56.3;13.9;75;116;28;21.1;40;185;30;0
1329;Common-C;172.8;65.4;15;77;117;45.1;21.2;42;222;22;1
1330;Good-B;158.4;58.1;33.1;64;118;26.4;21.2;17;138;55;0
1331;Common-C;145.5;47.4;29.4;96;159;23.1;17.2;18;149;61;0
1332;Excellent-A;167.7;68.8;14.8;82;125;50.5;22.7;62;256;35;1
1333;Poor-D;160.2;49.1;27.8;64;110;25.7;18.8;25;136;50;0
1334;Excellent-A;157.6;46.9;22.8;55;101;24.1;20;41;155;49;0
1335;Good-B;160.4;63.42;19.2;87;144;36.5;12.6;56;226;30;1
1336;Common-C;151;51.4;32.5;83;138;20.7;18.5;14;119;55;0
1337;Common-C;163.8;64.2;31.9;91;121;27.2;22.1;23;109;58;0
1338;Excellent-A;163.9;56.5;26;60;110;26.6;29.8;34;170;25;0
1339;Good-B;164.4;52.4;29.1;80;125;24.2;21.7;35;148;22;0
1340;Excellent-A;176.5;69.5;16.5;77;123;41.9;11.8;33;182;60;1
1341;Common-C;175.1;69.6;24;85;128;41.7;16.3;38;210;28;1
1342;Common-C;158.3;57.6;31.2;75;155;34;24.1;19;161;46;0
1343;Good-B;161;51.9;26.2;61;100;23.3;22.3;35;169;27;0
1344;Good-B;167.8;61.74;16.1;78;134;40;16.5;49;231;22;1
1345;Good-B;166.7;58.5;31.3;70;122;28.2;17.2;39;162;25;0
1346;Good-B;179.1;86.1;24.6;76;128;42.5;21.1;50;224;39;1
1347;Good-B;172;71.02;21.3;89;131;47.2;13.3;44;225;41;1
1348;Common-C;186.1;82.7;11.2;73;121;62.7;23.2;57;256;29;1
1349;Common-C;180.9;82.3;23.2;95;152;49.6;15.4;46;225;27;1
